id,hoa_giap_a,hoa_giap_b,nap_am_a,nap_am_b,hanh_a,hanh_b,quan_he_ngu_hanh,quan_he_dia_chi,cung_chi,nguon,ghi_chu
Mậu Tý|Bính Tý,Mậu Tý,Bính Tý,Tích Lịch Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,cung_chi,co,tinh-toan,
Mậu Tý|Đinh Sửu,Mậu Tý,Đinh Sửu,Tích Lịch Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,luc_hop,khong,tinh-toan,
Mậu Tý|Mậu Dần,Mậu Tý,Mậu Dần,Tích Lịch Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Tý|Kỷ Mão,Mậu Tý,Kỷ Mão,Tích Lịch Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Canh Thìn,Mậu Tý,Canh Thìn,Tích Lịch Hỏa,Bạch Lạp Kim,Hỏa,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Mậu Tý|Tân Tỵ,Mậu Tý,Tân Tỵ,Tích Lịch Hỏa,Bạch Lạp Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Tý|Nhâm Ngọ,Mậu Tý,Nhâm Ngọ,Tích Lịch Hỏa,Dương Liễu Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Quý Mùi,Mậu Tý,Quý Mùi,Tích Lịch Hỏa,Dương Liễu Mộc,Hỏa,Mộc,tuong_sinh,luc_hai,khong,tinh-toan,
Mậu Tý|Giáp Thân,Mậu Tý,Giáp Thân,Tích Lịch Hỏa,Tuyền Trung Thủy,Hỏa,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Mậu Tý|Ất Dậu,Mậu Tý,Ất Dậu,Tích Lịch Hỏa,Tuyền Trung Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Bính Tuất,Mậu Tý,Bính Tuất,Tích Lịch Hỏa,Ốc Thượng Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Tý|Đinh Hợi,Mậu Tý,Đinh Hợi,Tích Lịch Hỏa,Ốc Thượng Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Tý|Mậu Tý,Mậu Tý,Mậu Tý,Tích Lịch Hỏa,Tích Lịch Hỏa,Hỏa,Hỏa,tuong_hoa,cung_chi,co,tinh-toan,
Mậu Tý|Kỷ Sửu,Mậu Tý,Kỷ Sửu,Tích Lịch Hỏa,Tích Lịch Hỏa,Hỏa,Hỏa,tuong_hoa,luc_hop,khong,tinh-toan,
Mậu Tý|Canh Dần,Mậu Tý,Canh Dần,Tích Lịch Hỏa,Tùng Bách Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Tý|Tân Mão,Mậu Tý,Tân Mão,Tích Lịch Hỏa,Tùng Bách Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Nhâm Thìn,Mậu Tý,Nhâm Thìn,Tích Lịch Hỏa,Trường Lưu Thủy,Hỏa,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Mậu Tý|Quý Tỵ,Mậu Tý,Quý Tỵ,Tích Lịch Hỏa,Trường Lưu Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Tý|Giáp Ngọ,Mậu Tý,Giáp Ngọ,Tích Lịch Hỏa,Sa Trung Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Ất Mùi,Mậu Tý,Ất Mùi,Tích Lịch Hỏa,Sa Trung Kim,Hỏa,Kim,tuong_khac,luc_hai,khong,tinh-toan,
Mậu Tý|Bính Thân,Mậu Tý,Bính Thân,Tích Lịch Hỏa,Sơn Hạ Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Mậu Tý|Đinh Dậu,Mậu Tý,Đinh Dậu,Tích Lịch Hỏa,Sơn Hạ Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Mậu Tuất,Mậu Tý,Mậu Tuất,Tích Lịch Hỏa,Bình Địa Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Tý|Kỷ Hợi,Mậu Tý,Kỷ Hợi,Tích Lịch Hỏa,Bình Địa Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Tý|Canh Tý,Mậu Tý,Canh Tý,Tích Lịch Hỏa,Bích Thượng Thổ,Hỏa,Thổ,tuong_sinh,cung_chi,co,tinh-toan,
Mậu Tý|Tân Sửu,Mậu Tý,Tân Sửu,Tích Lịch Hỏa,Bích Thượng Thổ,Hỏa,Thổ,tuong_sinh,luc_hop,khong,tinh-toan,
Mậu Tý|Nhâm Dần,Mậu Tý,Nhâm Dần,Tích Lịch Hỏa,Kim Bạc Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Tý|Quý Mão,Mậu Tý,Quý Mão,Tích Lịch Hỏa,Kim Bạc Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Giáp Thìn,Mậu Tý,Giáp Thìn,Tích Lịch Hỏa,Phú Đăng Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Mậu Tý|Ất Tỵ,Mậu Tý,Ất Tỵ,Tích Lịch Hỏa,Phú Đăng Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Mậu Tý|Bính Ngọ,Mậu Tý,Bính Ngọ,Tích Lịch Hỏa,Thiên Hà Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Đinh Mùi,Mậu Tý,Đinh Mùi,Tích Lịch Hỏa,Thiên Hà Thủy,Hỏa,Thủy,tuong_khac,luc_hai,khong,tinh-toan,
Mậu Tý|Mậu Thân,Mậu Tý,Mậu Thân,Tích Lịch Hỏa,Đại Trạch Thổ,Hỏa,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Mậu Tý|Kỷ Dậu,Mậu Tý,Kỷ Dậu,Tích Lịch Hỏa,Đại Trạch Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Canh Tuất,Mậu Tý,Canh Tuất,Tích Lịch Hỏa,Thoa Xuyến Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Tý|Tân Hợi,Mậu Tý,Tân Hợi,Tích Lịch Hỏa,Thoa Xuyến Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Tý|Nhâm Tý,Mậu Tý,Nhâm Tý,Tích Lịch Hỏa,Tang Đố Mộc,Hỏa,Mộc,tuong_sinh,cung_chi,co,tinh-toan,
Mậu Tý|Quý Sửu,Mậu Tý,Quý Sửu,Tích Lịch Hỏa,Tang Đố Mộc,Hỏa,Mộc,tuong_sinh,luc_hop,khong,tinh-toan,
Mậu Tý|Giáp Dần,Mậu Tý,Giáp Dần,Tích Lịch Hỏa,Đại Khê Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Tý|Ất Mão,Mậu Tý,Ất Mão,Tích Lịch Hỏa,Đại Khê Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Bính Thìn,Mậu Tý,Bính Thìn,Tích Lịch Hỏa,Sa Trung Thổ,Hỏa,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Mậu Tý|Đinh Tỵ,Mậu Tý,Đinh Tỵ,Tích Lịch Hỏa,Sa Trung Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Mậu Tý|Mậu Ngọ,Mậu Tý,Mậu Ngọ,Tích Lịch Hỏa,Thiên Thượng Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Kỷ Mùi,Mậu Tý,Kỷ Mùi,Tích Lịch Hỏa,Thiên Thượng Hỏa,Hỏa,Hỏa,tuong_hoa,luc_hai,khong,tinh-toan,
Mậu Tý|Canh Thân,Mậu Tý,Canh Thân,Tích Lịch Hỏa,Thạch Lựu Mộc,Hỏa,Mộc,tuong_sinh,tam_hop,khong,tinh-toan,
Mậu Tý|Tân Dậu,Mậu Tý,Tân Dậu,Tích Lịch Hỏa,Thạch Lựu Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Mậu Tý|Nhâm Tuất,Mậu Tý,Nhâm Tuất,Tích Lịch Hỏa,Đại Hải Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Mậu Tý|Quý Hợi,Mậu Tý,Quý Hợi,Tích Lịch Hỏa,Đại Hải Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Giáp Tý,Kỷ Sửu,Giáp Tý,Tích Lịch Hỏa,Hải Trung Kim,Hỏa,Kim,tuong_khac,luc_hop,khong,tinh-toan,
Kỷ Sửu|Ất Sửu,Kỷ Sửu,Ất Sửu,Tích Lịch Hỏa,Hải Trung Kim,Hỏa,Kim,tuong_khac,cung_chi,co,tinh-toan,
Kỷ Sửu|Bính Dần,Kỷ Sửu,Bính Dần,Tích Lịch Hỏa,Lư Trung Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Đinh Mão,Kỷ Sửu,Đinh Mão,Tích Lịch Hỏa,Lư Trung Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Mậu Thìn,Kỷ Sửu,Mậu Thìn,Tích Lịch Hỏa,Đại Lâm Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Kỷ Tỵ,Kỷ Sửu,Kỷ Tỵ,Tích Lịch Hỏa,Đại Lâm Mộc,Hỏa,Mộc,tuong_sinh,tam_hop,khong,tinh-toan,
Kỷ Sửu|Canh Ngọ,Kỷ Sửu,Canh Ngọ,Tích Lịch Hỏa,Lộ Bàng Thổ,Hỏa,Thổ,tuong_sinh,luc_hai,khong,tinh-toan,
Kỷ Sửu|Tân Mùi,Kỷ Sửu,Tân Mùi,Tích Lịch Hỏa,Lộ Bàng Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Nhâm Thân,Kỷ Sửu,Nhâm Thân,Tích Lịch Hỏa,Kiếm Phong Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Quý Dậu,Kỷ Sửu,Quý Dậu,Tích Lịch Hỏa,Kiếm Phong Kim,Hỏa,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Kỷ Sửu|Giáp Tuất,Kỷ Sửu,Giáp Tuất,Tích Lịch Hỏa,Sơn Đầu Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Ất Hợi,Kỷ Sửu,Ất Hợi,Tích Lịch Hỏa,Sơn Đầu Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Bính Tý,Kỷ Sửu,Bính Tý,Tích Lịch Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,luc_hop,khong,tinh-toan,
Kỷ Sửu|Đinh Sửu,Kỷ Sửu,Đinh Sửu,Tích Lịch Hỏa,Giản Hạ Thủy,Hỏa,Thủy,tuong_khac,cung_chi,co,tinh-toan,
Kỷ Sửu|Mậu Dần,Kỷ Sửu,Mậu Dần,Tích Lịch Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Kỷ Mão,Kỷ Sửu,Kỷ Mão,Tích Lịch Hỏa,Thành Đầu Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Canh Thìn,Kỷ Sửu,Canh Thìn,Tích Lịch Hỏa,Bạch Lạp Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Tân Tỵ,Kỷ Sửu,Tân Tỵ,Tích Lịch Hỏa,Bạch Lạp Kim,Hỏa,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Kỷ Sửu|Nhâm Ngọ,Kỷ Sửu,Nhâm Ngọ,Tích Lịch Hỏa,Dương Liễu Mộc,Hỏa,Mộc,tuong_sinh,luc_hai,khong,tinh-toan,
Kỷ Sửu|Quý Mùi,Kỷ Sửu,Quý Mùi,Tích Lịch Hỏa,Dương Liễu Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Giáp Thân,Kỷ Sửu,Giáp Thân,Tích Lịch Hỏa,Tuyền Trung Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Ất Dậu,Kỷ Sửu,Ất Dậu,Tích Lịch Hỏa,Tuyền Trung Thủy,Hỏa,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Kỷ Sửu|Bính Tuất,Kỷ Sửu,Bính Tuất,Tích Lịch Hỏa,Ốc Thượng Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Đinh Hợi,Kỷ Sửu,Đinh Hợi,Tích Lịch Hỏa,Ốc Thượng Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Mậu Tý,Kỷ Sửu,Mậu Tý,Tích Lịch Hỏa,Tích Lịch Hỏa,Hỏa,Hỏa,tuong_hoa,luc_hop,khong,tinh-toan,
Kỷ Sửu|Kỷ Sửu,Kỷ Sửu,Kỷ Sửu,Tích Lịch Hỏa,Tích Lịch Hỏa,Hỏa,Hỏa,tuong_hoa,cung_chi,co,tinh-toan,
Kỷ Sửu|Canh Dần,Kỷ Sửu,Canh Dần,Tích Lịch Hỏa,Tùng Bách Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Tân Mão,Kỷ Sửu,Tân Mão,Tích Lịch Hỏa,Tùng Bách Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Nhâm Thìn,Kỷ Sửu,Nhâm Thìn,Tích Lịch Hỏa,Trường Lưu Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Quý Tỵ,Kỷ Sửu,Quý Tỵ,Tích Lịch Hỏa,Trường Lưu Thủy,Hỏa,Thủy,tuong_khac,tam_hop,khong,tinh-toan,
Kỷ Sửu|Giáp Ngọ,Kỷ Sửu,Giáp Ngọ,Tích Lịch Hỏa,Sa Trung Kim,Hỏa,Kim,tuong_khac,luc_hai,khong,tinh-toan,
Kỷ Sửu|Ất Mùi,Kỷ Sửu,Ất Mùi,Tích Lịch Hỏa,Sa Trung Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Bính Thân,Kỷ Sửu,Bính Thân,Tích Lịch Hỏa,Sơn Hạ Hỏa,Hỏa,Hỏa,tuong_hoa,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Đinh Dậu,Kỷ Sửu,Đinh Dậu,Tích Lịch Hỏa,Sơn Hạ Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Kỷ Sửu|Mậu Tuất,Kỷ Sửu,Mậu Tuất,Tích Lịch Hỏa,Bình Địa Mộc,Hỏa,Mộc,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Kỷ Hợi,Kỷ Sửu,Kỷ Hợi,Tích Lịch Hỏa,Bình Địa Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Canh Tý,Kỷ Sửu,Canh Tý,Tích Lịch Hỏa,Bích Thượng Thổ,Hỏa,Thổ,tuong_sinh,luc_hop,khong,tinh-toan,
Kỷ Sửu|Tân Sửu,Kỷ Sửu,Tân Sửu,Tích Lịch Hỏa,Bích Thượng Thổ,Hỏa,Thổ,tuong_sinh,cung_chi,co,tinh-toan,
Kỷ Sửu|Nhâm Dần,Kỷ Sửu,Nhâm Dần,Tích Lịch Hỏa,Kim Bạc Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Quý Mão,Kỷ Sửu,Quý Mão,Tích Lịch Hỏa,Kim Bạc Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Giáp Thìn,Kỷ Sửu,Giáp Thìn,Tích Lịch Hỏa,Phú Đăng Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Ất Tỵ,Kỷ Sửu,Ất Tỵ,Tích Lịch Hỏa,Phú Đăng Hỏa,Hỏa,Hỏa,tuong_hoa,tam_hop,khong,tinh-toan,
Kỷ Sửu|Bính Ngọ,Kỷ Sửu,Bính Ngọ,Tích Lịch Hỏa,Thiên Hà Thủy,Hỏa,Thủy,tuong_khac,luc_hai,khong,tinh-toan,
Kỷ Sửu|Đinh Mùi,Kỷ Sửu,Đinh Mùi,Tích Lịch Hỏa,Thiên Hà Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Mậu Thân,Kỷ Sửu,Mậu Thân,Tích Lịch Hỏa,Đại Trạch Thổ,Hỏa,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Kỷ Dậu,Kỷ Sửu,Kỷ Dậu,Tích Lịch Hỏa,Đại Trạch Thổ,Hỏa,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Kỷ Sửu|Canh Tuất,Kỷ Sửu,Canh Tuất,Tích Lịch Hỏa,Thoa Xuyến Kim,Hỏa,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Tân Hợi,Kỷ Sửu,Tân Hợi,Tích Lịch Hỏa,Thoa Xuyến Kim,Hỏa,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Nhâm Tý,Kỷ Sửu,Nhâm Tý,Tích Lịch Hỏa,Tang Đố Mộc,Hỏa,Mộc,tuong_sinh,luc_hop,khong,tinh-toan,
Kỷ Sửu|Quý Sửu,Kỷ Sửu,Quý Sửu,Tích Lịch Hỏa,Tang Đố Mộc,Hỏa,Mộc,tuong_sinh,cung_chi,co,tinh-toan,
Kỷ Sửu|Giáp Dần,Kỷ Sửu,Giáp Dần,Tích Lịch Hỏa,Đại Khê Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Ất Mão,Kỷ Sửu,Ất Mão,Tích Lịch Hỏa,Đại Khê Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Bính Thìn,Kỷ Sửu,Bính Thìn,Tích Lịch Hỏa,Sa Trung Thổ,Hỏa,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Đinh Tỵ,Kỷ Sửu,Đinh Tỵ,Tích Lịch Hỏa,Sa Trung Thổ,Hỏa,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Kỷ Sửu|Mậu Ngọ,Kỷ Sửu,Mậu Ngọ,Tích Lịch Hỏa,Thiên Thượng Hỏa,Hỏa,Hỏa,tuong_hoa,luc_hai,khong,tinh-toan,
Kỷ Sửu|Kỷ Mùi,Kỷ Sửu,Kỷ Mùi,Tích Lịch Hỏa,Thiên Thượng Hỏa,Hỏa,Hỏa,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Canh Thân,Kỷ Sửu,Canh Thân,Tích Lịch Hỏa,Thạch Lựu Mộc,Hỏa,Mộc,tuong_sinh,binh_thuong,khong,tinh-toan,
Kỷ Sửu|Tân Dậu,Kỷ Sửu,Tân Dậu,Tích Lịch Hỏa,Thạch Lựu Mộc,Hỏa,Mộc,tuong_sinh,tam_hop,khong,tinh-toan,
Kỷ Sửu|Nhâm Tuất,Kỷ Sửu,Nhâm Tuất,Tích Lịch Hỏa,Đại Hải Thủy,Hỏa,Thủy,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Kỷ Sửu|Quý Hợi,Kỷ Sửu,Quý Hợi,Tích Lịch Hỏa,Đại Hải Thủy,Hỏa,Thủy,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Giáp Tý,Canh Dần,Giáp Tý,Tùng Bách Mộc,Hải Trung Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Ất Sửu,Canh Dần,Ất Sửu,Tùng Bách Mộc,Hải Trung Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Bính Dần,Canh Dần,Bính Dần,Tùng Bách Mộc,Lư Trung Hỏa,Mộc,Hỏa,tuong_sinh,cung_chi,co,tinh-toan,
Canh Dần|Đinh Mão,Canh Dần,Đinh Mão,Tùng Bách Mộc,Lư Trung Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Mậu Thìn,Canh Dần,Mậu Thìn,Tùng Bách Mộc,Đại Lâm Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Canh Dần|Kỷ Tỵ,Canh Dần,Kỷ Tỵ,Tùng Bách Mộc,Đại Lâm Mộc,Mộc,Mộc,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Canh Dần|Canh Ngọ,Canh Dần,Canh Ngọ,Tùng Bách Mộc,Lộ Bàng Thổ,Mộc,Thổ,tuong_khac,tam_hop,khong,tinh-toan,
Canh Dần|Tân Mùi,Canh Dần,Tân Mùi,Tùng Bách Mộc,Lộ Bàng Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Nhâm Thân,Canh Dần,Nhâm Thân,Tùng Bách Mộc,Kiếm Phong Kim,Mộc,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Canh Dần|Quý Dậu,Canh Dần,Quý Dậu,Tùng Bách Mộc,Kiếm Phong Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Giáp Tuất,Canh Dần,Giáp Tuất,Tùng Bách Mộc,Sơn Đầu Hỏa,Mộc,Hỏa,tuong_sinh,tam_hop,khong,tinh-toan,
Canh Dần|Ất Hợi,Canh Dần,Ất Hợi,Tùng Bách Mộc,Sơn Đầu Hỏa,Mộc,Hỏa,tuong_sinh,luc_hop,khong,tinh-toan,
Canh Dần|Bính Tý,Canh Dần,Bính Tý,Tùng Bách Mộc,Giản Hạ Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Đinh Sửu,Canh Dần,Đinh Sửu,Tùng Bách Mộc,Giản Hạ Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Mậu Dần,Canh Dần,Mậu Dần,Tùng Bách Mộc,Thành Đầu Thổ,Mộc,Thổ,tuong_khac,cung_chi,co,tinh-toan,
Canh Dần|Kỷ Mão,Canh Dần,Kỷ Mão,Tùng Bách Mộc,Thành Đầu Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Canh Thìn,Canh Dần,Canh Thìn,Tùng Bách Mộc,Bạch Lạp Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Tân Tỵ,Canh Dần,Tân Tỵ,Tùng Bách Mộc,Bạch Lạp Kim,Mộc,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Canh Dần|Nhâm Ngọ,Canh Dần,Nhâm Ngọ,Tùng Bách Mộc,Dương Liễu Mộc,Mộc,Mộc,tuong_hoa,tam_hop,khong,tinh-toan,
Canh Dần|Quý Mùi,Canh Dần,Quý Mùi,Tùng Bách Mộc,Dương Liễu Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Canh Dần|Giáp Thân,Canh Dần,Giáp Thân,Tùng Bách Mộc,Tuyền Trung Thủy,Mộc,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Canh Dần|Ất Dậu,Canh Dần,Ất Dậu,Tùng Bách Mộc,Tuyền Trung Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Bính Tuất,Canh Dần,Bính Tuất,Tùng Bách Mộc,Ốc Thượng Thổ,Mộc,Thổ,tuong_khac,tam_hop,khong,tinh-toan,
Canh Dần|Đinh Hợi,Canh Dần,Đinh Hợi,Tùng Bách Mộc,Ốc Thượng Thổ,Mộc,Thổ,tuong_khac,luc_hop,khong,tinh-toan,
Canh Dần|Mậu Tý,Canh Dần,Mậu Tý,Tùng Bách Mộc,Tích Lịch Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Kỷ Sửu,Canh Dần,Kỷ Sửu,Tùng Bách Mộc,Tích Lịch Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Canh Dần,Canh Dần,Canh Dần,Tùng Bách Mộc,Tùng Bách Mộc,Mộc,Mộc,tuong_hoa,cung_chi,co,tinh-toan,
Canh Dần|Tân Mão,Canh Dần,Tân Mão,Tùng Bách Mộc,Tùng Bách Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Canh Dần|Nhâm Thìn,Canh Dần,Nhâm Thìn,Tùng Bách Mộc,Trường Lưu Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Quý Tỵ,Canh Dần,Quý Tỵ,Tùng Bách Mộc,Trường Lưu Thủy,Mộc,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Canh Dần|Giáp Ngọ,Canh Dần,Giáp Ngọ,Tùng Bách Mộc,Sa Trung Kim,Mộc,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Canh Dần|Ất Mùi,Canh Dần,Ất Mùi,Tùng Bách Mộc,Sa Trung Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Canh Dần|Bính Thân,Canh Dần,Bính Thân,Tùng Bách Mộc,Sơn Hạ Hỏa,Mộc,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Canh Dần|Đinh Dậu,Canh Dần,Đinh Dậu,Tùng Bách Mộc,Sơn Hạ Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Canh Dần|Mậu Tuất,Canh Dần,Mậu Tuất,Tùng Bách Mộc,Bình Địa Mộc,Mộc,Mộc,tuong_hoa,tam_hop,khong,tinh-toan,
Canh Dần|Kỷ Hợi,Canh Dần,Kỷ Hợi,Tùng Bách Mộc,Bình Địa Mộc,Mộc,Mộc,tuong_hoa,luc_hop,khong,tinh-toan,
Canh Dần|Canh Tý,Canh Dần,Canh Tý,Tùng Bách Mộc,Bích Thượng Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
