id,hoa_giap_a,hoa_giap_b,nap_am_a,nap_am_b,hanh_a,hanh_b,quan_he_ngu_hanh,quan_he_dia_chi,cung_chi,nguon,ghi_chu
Tân Tỵ|Giáp Tuất,Tân Tỵ,Giáp Tuất,Bạch Lạp Kim,Sơn Đầu Hỏa,Kim,Hỏa,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Ất Hợi,Tân Tỵ,Ất Hợi,Bạch Lạp Kim,Sơn Đầu Hỏa,Kim,Hỏa,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Bính Tý,Tân Tỵ,Bính Tý,Bạch Lạp Kim,Giản Hạ Thủy,Kim,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Đinh Sửu,Tân Tỵ,Đinh Sửu,Bạch Lạp Kim,Giản Hạ Thủy,Kim,Thủy,tuong_sinh,tam_hop,khong,tinh-toan,
Tân Tỵ|Mậu Dần,Tân Tỵ,Mậu Dần,Bạch Lạp Kim,Thành Đầu Thổ,Kim,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Kỷ Mão,Tân Tỵ,Kỷ Mão,Bạch Lạp Kim,Thành Đầu Thổ,Kim,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Canh Thìn,Tân Tỵ,Canh Thìn,Bạch Lạp Kim,Bạch Lạp Kim,Kim,Kim,tuong_hoa,binh_thuong,khong,tinh-toan,
Tân Tỵ|Tân Tỵ,Tân Tỵ,Tân Tỵ,Bạch Lạp Kim,Bạch Lạp Kim,Kim,Kim,tuong_hoa,cung_chi,co,tinh-toan,
Tân Tỵ|Nhâm Ngọ,Tân Tỵ,Nhâm Ngọ,Bạch Lạp Kim,Dương Liễu Mộc,Kim,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Quý Mùi,Tân Tỵ,Quý Mùi,Bạch Lạp Kim,Dương Liễu Mộc,Kim,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Giáp Thân,Tân Tỵ,Giáp Thân,Bạch Lạp Kim,Tuyền Trung Thủy,Kim,Thủy,tuong_sinh,luc_hop,khong,tinh-toan,
Tân Tỵ|Ất Dậu,Tân Tỵ,Ất Dậu,Bạch Lạp Kim,Tuyền Trung Thủy,Kim,Thủy,tuong_sinh,tam_hop,khong,tinh-toan,
Tân Tỵ|Bính Tuất,Tân Tỵ,Bính Tuất,Bạch Lạp Kim,Ốc Thượng Thổ,Kim,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Đinh Hợi,Tân Tỵ,Đinh Hợi,Bạch Lạp Kim,Ốc Thượng Thổ,Kim,Thổ,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Mậu Tý,Tân Tỵ,Mậu Tý,Bạch Lạp Kim,Tích Lịch Hỏa,Kim,Hỏa,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Kỷ Sửu,Tân Tỵ,Kỷ Sửu,Bạch Lạp Kim,Tích Lịch Hỏa,Kim,Hỏa,tuong_khac,tam_hop,khong,tinh-toan,
Tân Tỵ|Canh Dần,Tân Tỵ,Canh Dần,Bạch Lạp Kim,Tùng Bách Mộc,Kim,Mộc,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Tân Mão,Tân Tỵ,Tân Mão,Bạch Lạp Kim,Tùng Bách Mộc,Kim,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Nhâm Thìn,Tân Tỵ,Nhâm Thìn,Bạch Lạp Kim,Trường Lưu Thủy,Kim,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Quý Tỵ,Tân Tỵ,Quý Tỵ,Bạch Lạp Kim,Trường Lưu Thủy,Kim,Thủy,tuong_sinh,cung_chi,co,tinh-toan,
Tân Tỵ|Giáp Ngọ,Tân Tỵ,Giáp Ngọ,Bạch Lạp Kim,Sa Trung Kim,Kim,Kim,tuong_hoa,binh_thuong,khong,tinh-toan,
Tân Tỵ|Ất Mùi,Tân Tỵ,Ất Mùi,Bạch Lạp Kim,Sa Trung Kim,Kim,Kim,tuong_hoa,binh_thuong,khong,tinh-toan,
Tân Tỵ|Bính Thân,Tân Tỵ,Bính Thân,Bạch Lạp Kim,Sơn Hạ Hỏa,Kim,Hỏa,tuong_khac,luc_hop,khong,tinh-toan,
Tân Tỵ|Đinh Dậu,Tân Tỵ,Đinh Dậu,Bạch Lạp Kim,Sơn Hạ Hỏa,Kim,Hỏa,tuong_khac,tam_hop,khong,tinh-toan,
Tân Tỵ|Mậu Tuất,Tân Tỵ,Mậu Tuất,Bạch Lạp Kim,Bình Địa Mộc,Kim,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Kỷ Hợi,Tân Tỵ,Kỷ Hợi,Bạch Lạp Kim,Bình Địa Mộc,Kim,Mộc,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Canh Tý,Tân Tỵ,Canh Tý,Bạch Lạp Kim,Bích Thượng Thổ,Kim,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Tân Sửu,Tân Tỵ,Tân Sửu,Bạch Lạp Kim,Bích Thượng Thổ,Kim,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Tân Tỵ|Nhâm Dần,Tân Tỵ,Nhâm Dần,Bạch Lạp Kim,Kim Bạc Kim,Kim,Kim,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Quý Mão,Tân Tỵ,Quý Mão,Bạch Lạp Kim,Kim Bạc Kim,Kim,Kim,tuong_hoa,binh_thuong,khong,tinh-toan,
Tân Tỵ|Giáp Thìn,Tân Tỵ,Giáp Thìn,Bạch Lạp Kim,Phú Đăng Hỏa,Kim,Hỏa,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Ất Tỵ,Tân Tỵ,Ất Tỵ,Bạch Lạp Kim,Phú Đăng Hỏa,Kim,Hỏa,tuong_khac,cung_chi,co,tinh-toan,
Tân Tỵ|Bính Ngọ,Tân Tỵ,Bính Ngọ,Bạch Lạp Kim,Thiên Hà Thủy,Kim,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Đinh Mùi,Tân Tỵ,Đinh Mùi,Bạch Lạp Kim,Thiên Hà Thủy,Kim,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Mậu Thân,Tân Tỵ,Mậu Thân,Bạch Lạp Kim,Đại Trạch Thổ,Kim,Thổ,tuong_sinh,luc_hop,khong,tinh-toan,
Tân Tỵ|Kỷ Dậu,Tân Tỵ,Kỷ Dậu,Bạch Lạp Kim,Đại Trạch Thổ,Kim,Thổ,tuong_sinh,tam_hop,khong,tinh-toan,
Tân Tỵ|Canh Tuất,Tân Tỵ,Canh Tuất,Bạch Lạp Kim,Thoa Xuyến Kim,Kim,Kim,tuong_hoa,binh_thuong,khong,tinh-toan,
Tân Tỵ|Tân Hợi,Tân Tỵ,Tân Hợi,Bạch Lạp Kim,Thoa Xuyến Kim,Kim,Kim,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Nhâm Tý,Tân Tỵ,Nhâm Tý,Bạch Lạp Kim,Tang Đố Mộc,Kim,Mộc,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Quý Sửu,Tân Tỵ,Quý Sửu,Bạch Lạp Kim,Tang Đố Mộc,Kim,Mộc,tuong_khac,tam_hop,khong,tinh-toan,
Tân Tỵ|Giáp Dần,Tân Tỵ,Giáp Dần,Bạch Lạp Kim,Đại Khê Thủy,Kim,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Tân Tỵ|Ất Mão,Tân Tỵ,Ất Mão,Bạch Lạp Kim,Đại Khê Thủy,Kim,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Bính Thìn,Tân Tỵ,Bính Thìn,Bạch Lạp Kim,Sa Trung Thổ,Kim,Thổ,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Đinh Tỵ,Tân Tỵ,Đinh Tỵ,Bạch Lạp Kim,Sa Trung Thổ,Kim,Thổ,tuong_sinh,cung_chi,co,tinh-toan,
Tân Tỵ|Mậu Ngọ,Tân Tỵ,Mậu Ngọ,Bạch Lạp Kim,Thiên Thượng Hỏa,Kim,Hỏa,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Kỷ Mùi,Tân Tỵ,Kỷ Mùi,Bạch Lạp Kim,Thiên Thượng Hỏa,Kim,Hỏa,tuong_khac,binh_thuong,khong,tinh-toan,
Tân Tỵ|Canh Thân,Tân Tỵ,Canh Thân,Bạch Lạp Kim,Thạch Lựu Mộc,Kim,Mộc,tuong_khac,luc_hop,khong,tinh-toan,
Tân Tỵ|Tân Dậu,Tân Tỵ,Tân Dậu,Bạch Lạp Kim,Thạch Lựu Mộc,Kim,Mộc,tuong_khac,tam_hop,khong,tinh-toan,
Tân Tỵ|Nhâm Tuất,Tân Tỵ,Nhâm Tuất,Bạch Lạp Kim,Đại Hải Thủy,Kim,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Tân Tỵ|Quý Hợi,Tân Tỵ,Quý Hợi,Bạch Lạp Kim,Đại Hải Thủy,Kim,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Giáp Tý,Nhâm Ngọ,Giáp Tý,Dương Liễu Mộc,Hải Trung Kim,Mộc,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Ất Sửu,Nhâm Ngọ,Ất Sửu,Dương Liễu Mộc,Hải Trung Kim,Mộc,Kim,tuong_khac,luc_hai,khong,tinh-toan,
Nhâm Ngọ|Bính Dần,Nhâm Ngọ,Bính Dần,Dương Liễu Mộc,Lư Trung Hỏa,Mộc,Hỏa,tuong_sinh,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Đinh Mão,Nhâm Ngọ,Đinh Mão,Dương Liễu Mộc,Lư Trung Hỏa,Mộc,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Mậu Thìn,Nhâm Ngọ,Mậu Thìn,Dương Liễu Mộc,Đại Lâm Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Kỷ Tỵ,Nhâm Ngọ,Kỷ Tỵ,Dương Liễu Mộc,Đại Lâm Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Canh Ngọ,Nhâm Ngọ,Canh Ngọ,Dương Liễu Mộc,Lộ Bàng Thổ,Mộc,Thổ,tuong_khac,cung_chi,co,tinh-toan,
Nhâm Ngọ|Tân Mùi,Nhâm Ngọ,Tân Mùi,Dương Liễu Mộc,Lộ Bàng Thổ,Mộc,Thổ,tuong_khac,luc_hop,khong,tinh-toan,
Nhâm Ngọ|Nhâm Thân,Nhâm Ngọ,Nhâm Thân,Dương Liễu Mộc,Kiếm Phong Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Quý Dậu,Nhâm Ngọ,Quý Dậu,Dương Liễu Mộc,Kiếm Phong Kim,Mộc,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Giáp Tuất,Nhâm Ngọ,Giáp Tuất,Dương Liễu Mộc,Sơn Đầu Hỏa,Mộc,Hỏa,tuong_sinh,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Ất Hợi,Nhâm Ngọ,Ất Hợi,Dương Liễu Mộc,Sơn Đầu Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Bính Tý,Nhâm Ngọ,Bính Tý,Dương Liễu Mộc,Giản Hạ Thủy,Mộc,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Đinh Sửu,Nhâm Ngọ,Đinh Sửu,Dương Liễu Mộc,Giản Hạ Thủy,Mộc,Thủy,tuong_sinh,luc_hai,khong,tinh-toan,
Nhâm Ngọ|Mậu Dần,Nhâm Ngọ,Mậu Dần,Dương Liễu Mộc,Thành Đầu Thổ,Mộc,Thổ,tuong_khac,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Kỷ Mão,Nhâm Ngọ,Kỷ Mão,Dương Liễu Mộc,Thành Đầu Thổ,Mộc,Thổ,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Canh Thìn,Nhâm Ngọ,Canh Thìn,Dương Liễu Mộc,Bạch Lạp Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Tân Tỵ,Nhâm Ngọ,Tân Tỵ,Dương Liễu Mộc,Bạch Lạp Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Nhâm Ngọ,Nhâm Ngọ,Nhâm Ngọ,Dương Liễu Mộc,Dương Liễu Mộc,Mộc,Mộc,tuong_hoa,cung_chi,co,tinh-toan,
Nhâm Ngọ|Quý Mùi,Nhâm Ngọ,Quý Mùi,Dương Liễu Mộc,Dương Liễu Mộc,Mộc,Mộc,tuong_hoa,luc_hop,khong,tinh-toan,
Nhâm Ngọ|Giáp Thân,Nhâm Ngọ,Giáp Thân,Dương Liễu Mộc,Tuyền Trung Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Ất Dậu,Nhâm Ngọ,Ất Dậu,Dương Liễu Mộc,Tuyền Trung Thủy,Mộc,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Bính Tuất,Nhâm Ngọ,Bính Tuất,Dương Liễu Mộc,Ốc Thượng Thổ,Mộc,Thổ,tuong_khac,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Đinh Hợi,Nhâm Ngọ,Đinh Hợi,Dương Liễu Mộc,Ốc Thượng Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Mậu Tý,Nhâm Ngọ,Mậu Tý,Dương Liễu Mộc,Tích Lịch Hỏa,Mộc,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Kỷ Sửu,Nhâm Ngọ,Kỷ Sửu,Dương Liễu Mộc,Tích Lịch Hỏa,Mộc,Hỏa,tuong_sinh,luc_hai,khong,tinh-toan,
Nhâm Ngọ|Canh Dần,Nhâm Ngọ,Canh Dần,Dương Liễu Mộc,Tùng Bách Mộc,Mộc,Mộc,tuong_hoa,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Tân Mão,Nhâm Ngọ,Tân Mão,Dương Liễu Mộc,Tùng Bách Mộc,Mộc,Mộc,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Nhâm Thìn,Nhâm Ngọ,Nhâm Thìn,Dương Liễu Mộc,Trường Lưu Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Quý Tỵ,Nhâm Ngọ,Quý Tỵ,Dương Liễu Mộc,Trường Lưu Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Giáp Ngọ,Nhâm Ngọ,Giáp Ngọ,Dương Liễu Mộc,Sa Trung Kim,Mộc,Kim,tuong_khac,cung_chi,co,tinh-toan,
Nhâm Ngọ|Ất Mùi,Nhâm Ngọ,Ất Mùi,Dương Liễu Mộc,Sa Trung Kim,Mộc,Kim,tuong_khac,luc_hop,khong,tinh-toan,
Nhâm Ngọ|Bính Thân,Nhâm Ngọ,Bính Thân,Dương Liễu Mộc,Sơn Hạ Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Đinh Dậu,Nhâm Ngọ,Đinh Dậu,Dương Liễu Mộc,Sơn Hạ Hỏa,Mộc,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Mậu Tuất,Nhâm Ngọ,Mậu Tuất,Dương Liễu Mộc,Bình Địa Mộc,Mộc,Mộc,tuong_hoa,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Kỷ Hợi,Nhâm Ngọ,Kỷ Hợi,Dương Liễu Mộc,Bình Địa Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Canh Tý,Nhâm Ngọ,Canh Tý,Dương Liễu Mộc,Bích Thượng Thổ,Mộc,Thổ,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Tân Sửu,Nhâm Ngọ,Tân Sửu,Dương Liễu Mộc,Bích Thượng Thổ,Mộc,Thổ,tuong_khac,luc_hai,khong,tinh-toan,
Nhâm Ngọ|Nhâm Dần,Nhâm Ngọ,Nhâm Dần,Dương Liễu Mộc,Kim Bạc Kim,Mộc,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Quý Mão,Nhâm Ngọ,Quý Mão,Dương Liễu Mộc,Kim Bạc Kim,Mộc,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Giáp Thìn,Nhâm Ngọ,Giáp Thìn,Dương Liễu Mộc,Phú Đăng Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Ất Tỵ,Nhâm Ngọ,Ất Tỵ,Dương Liễu Mộc,Phú Đăng Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Bính Ngọ,Nhâm Ngọ,Bính Ngọ,Dương Liễu Mộc,Thiên Hà Thủy,Mộc,Thủy,tuong_sinh,cung_chi,co,tinh-toan,
Nhâm Ngọ|Đinh Mùi,Nhâm Ngọ,Đinh Mùi,Dương Liễu Mộc,Thiên Hà Thủy,Mộc,Thủy,tuong_sinh,luc_hop,khong,tinh-toan,
Nhâm Ngọ|Mậu Thân,Nhâm Ngọ,Mậu Thân,Dương Liễu Mộc,Đại Trạch Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Kỷ Dậu,Nhâm Ngọ,Kỷ Dậu,Dương Liễu Mộc,Đại Trạch Thổ,Mộc,Thổ,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Canh Tuất,Nhâm Ngọ,Canh Tuất,Dương Liễu Mộc,Thoa Xuyến Kim,Mộc,Kim,tuong_khac,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Tân Hợi,Nhâm Ngọ,Tân Hợi,Dương Liễu Mộc,Thoa Xuyến Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Nhâm Tý,Nhâm Ngọ,Nhâm Tý,Dương Liễu Mộc,Tang Đố Mộc,Mộc,Mộc,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Quý Sửu,Nhâm Ngọ,Quý Sửu,Dương Liễu Mộc,Tang Đố Mộc,Mộc,Mộc,tuong_hoa,luc_hai,khong,tinh-toan,
Nhâm Ngọ|Giáp Dần,Nhâm Ngọ,Giáp Dần,Dương Liễu Mộc,Đại Khê Thủy,Mộc,Thủy,tuong_sinh,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Ất Mão,Nhâm Ngọ,Ất Mão,Dương Liễu Mộc,Đại Khê Thủy,Mộc,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Bính Thìn,Nhâm Ngọ,Bính Thìn,Dương Liễu Mộc,Sa Trung Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Đinh Tỵ,Nhâm Ngọ,Đinh Tỵ,Dương Liễu Mộc,Sa Trung Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Mậu Ngọ,Nhâm Ngọ,Mậu Ngọ,Dương Liễu Mộc,Thiên Thượng Hỏa,Mộc,Hỏa,tuong_sinh,cung_chi,co,tinh-toan,
Nhâm Ngọ|Kỷ Mùi,Nhâm Ngọ,Kỷ Mùi,Dương Liễu Mộc,Thiên Thượng Hỏa,Mộc,Hỏa,tuong_sinh,luc_hop,khong,tinh-toan,
Nhâm Ngọ|Canh Thân,Nhâm Ngọ,Canh Thân,Dương Liễu Mộc,Thạch Lựu Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Nhâm Ngọ|Tân Dậu,Nhâm Ngọ,Tân Dậu,Dương Liễu Mộc,Thạch Lựu Mộc,Mộc,Mộc,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Nhâm Ngọ|Nhâm Tuất,Nhâm Ngọ,Nhâm Tuất,Dương Liễu Mộc,Đại Hải Thủy,Mộc,Thủy,tuong_sinh,tam_hop,khong,tinh-toan,
Nhâm Ngọ|Quý Hợi,Nhâm Ngọ,Quý Hợi,Dương Liễu Mộc,Đại Hải Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Quý Mùi|Giáp Tý,Quý Mùi,Giáp Tý,Dương Liễu Mộc,Hải Trung Kim,Mộc,Kim,tuong_khac,luc_hai,khong,tinh-toan,
Quý Mùi|Ất Sửu,Quý Mùi,Ất Sửu,Dương Liễu Mộc,Hải Trung Kim,Mộc,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Bính Dần,Quý Mùi,Bính Dần,Dương Liễu Mộc,Lư Trung Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Quý Mùi|Đinh Mão,Quý Mùi,Đinh Mão,Dương Liễu Mộc,Lư Trung Hỏa,Mộc,Hỏa,tuong_sinh,tam_hop,khong,tinh-toan,
Quý Mùi|Mậu Thìn,Quý Mùi,Mậu Thìn,Dương Liễu Mộc,Đại Lâm Mộc,Mộc,Mộc,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Kỷ Tỵ,Quý Mùi,Kỷ Tỵ,Dương Liễu Mộc,Đại Lâm Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Quý Mùi|Canh Ngọ,Quý Mùi,Canh Ngọ,Dương Liễu Mộc,Lộ Bàng Thổ,Mộc,Thổ,tuong_khac,luc_hop,khong,tinh-toan,
Quý Mùi|Tân Mùi,Quý Mùi,Tân Mùi,Dương Liễu Mộc,Lộ Bàng Thổ,Mộc,Thổ,tuong_khac,cung_chi,co,tinh-toan,
Quý Mùi|Nhâm Thân,Quý Mùi,Nhâm Thân,Dương Liễu Mộc,Kiếm Phong Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Quý Mùi|Quý Dậu,Quý Mùi,Quý Dậu,Dương Liễu Mộc,Kiếm Phong Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Quý Mùi|Giáp Tuất,Quý Mùi,Giáp Tuất,Dương Liễu Mộc,Sơn Đầu Hỏa,Mộc,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Ất Hợi,Quý Mùi,Ất Hợi,Dương Liễu Mộc,Sơn Đầu Hỏa,Mộc,Hỏa,tuong_sinh,tam_hop,khong,tinh-toan,
Quý Mùi|Bính Tý,Quý Mùi,Bính Tý,Dương Liễu Mộc,Giản Hạ Thủy,Mộc,Thủy,tuong_sinh,luc_hai,khong,tinh-toan,
Quý Mùi|Đinh Sửu,Quý Mùi,Đinh Sửu,Dương Liễu Mộc,Giản Hạ Thủy,Mộc,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Mậu Dần,Quý Mùi,Mậu Dần,Dương Liễu Mộc,Thành Đầu Thổ,Mộc,Thổ,tuong_khac,binh_thuong,khong,tinh-toan,
Quý Mùi|Kỷ Mão,Quý Mùi,Kỷ Mão,Dương Liễu Mộc,Thành Đầu Thổ,Mộc,Thổ,tuong_khac,tam_hop,khong,tinh-toan,
Quý Mùi|Canh Thìn,Quý Mùi,Canh Thìn,Dương Liễu Mộc,Bạch Lạp Kim,Mộc,Kim,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Tân Tỵ,Quý Mùi,Tân Tỵ,Dương Liễu Mộc,Bạch Lạp Kim,Mộc,Kim,tuong_khac,binh_thuong,khong,tinh-toan,
Quý Mùi|Nhâm Ngọ,Quý Mùi,Nhâm Ngọ,Dương Liễu Mộc,Dương Liễu Mộc,Mộc,Mộc,tuong_hoa,luc_hop,khong,tinh-toan,
Quý Mùi|Quý Mùi,Quý Mùi,Quý Mùi,Dương Liễu Mộc,Dương Liễu Mộc,Mộc,Mộc,tuong_hoa,cung_chi,co,tinh-toan,
Quý Mùi|Giáp Thân,Quý Mùi,Giáp Thân,Dương Liễu Mộc,Tuyền Trung Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Quý Mùi|Ất Dậu,Quý Mùi,Ất Dậu,Dương Liễu Mộc,Tuyền Trung Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Quý Mùi|Bính Tuất,Quý Mùi,Bính Tuất,Dương Liễu Mộc,Ốc Thượng Thổ,Mộc,Thổ,tuong_khac,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Đinh Hợi,Quý Mùi,Đinh Hợi,Dương Liễu Mộc,Ốc Thượng Thổ,Mộc,Thổ,tuong_khac,tam_hop,khong,tinh-toan,
Quý Mùi|Mậu Tý,Quý Mùi,Mậu Tý,Dương Liễu Mộc,Tích Lịch Hỏa,Mộc,Hỏa,tuong_sinh,luc_hai,khong,tinh-toan,
Quý Mùi|Kỷ Sửu,Quý Mùi,Kỷ Sửu,Dương Liễu Mộc,Tích Lịch Hỏa,Mộc,Hỏa,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Canh Dần,Quý Mùi,Canh Dần,Dương Liễu Mộc,Tùng Bách Mộc,Mộc,Mộc,tuong_hoa,binh_thuong,khong,tinh-toan,
Quý Mùi|Tân Mão,Quý Mùi,Tân Mão,Dương Liễu Mộc,Tùng Bách Mộc,Mộc,Mộc,tuong_hoa,tam_hop,khong,tinh-toan,
Quý Mùi|Nhâm Thìn,Quý Mùi,Nhâm Thìn,Dương Liễu Mộc,Trường Lưu Thủy,Mộc,Thủy,tuong_sinh,tu_hanh_xung,khong,tinh-toan,
Quý Mùi|Quý Tỵ,Quý Mùi,Quý Tỵ,Dương Liễu Mộc,Trường Lưu Thủy,Mộc,Thủy,tuong_sinh,binh_thuong,khong,tinh-toan,
Quý Mùi|Giáp Ngọ,Quý Mùi,Giáp Ngọ,Dương Liễu Mộc,Sa Trung Kim,Mộc,Kim,tuong_khac,luc_hop,khong,tinh-toan,
Quý Mùi|Ất Mùi,Quý Mùi,Ất Mùi,Dương Liễu Mộc,Sa Trung Kim,Mộc,Kim,tuong_khac,cung_chi,co,tinh-toan,
Quý Mùi|Bính Thân,Quý Mùi,Bính Thân,Dương Liễu Mộc,Sơn Hạ Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Quý Mùi|Đinh Dậu,Quý Mùi,Đinh Dậu,Dương Liễu Mộc,Sơn Hạ Hỏa,Mộc,Hỏa,tuong_sinh,binh_thuong,khong,tinh-toan,
Quý Mùi|Mậu Tuất,Quý Mùi,Mậu Tuất,Dương Liễu Mộc,Bình Địa Mộc,Mộc,Mộc,tuong_hoa,tu_hanh_xung,khong,tinh-toan,
